#Atmosphere title
n Nicolas Iro planetary profile
#zero-point in height is 94358.9, units in km and mbar
z 94358.9
ur 1e5
up 1e3

#abundances by number
q number

#isotope list
i 16.043-CH4 28.01CO !0Water 2.016IonMolHyd 1.008IonHyd 39.0983K 22.989770Na 63.8TiO

f 0-1H1H16O  = 0.997    Water
f 0-1H2H16O  = 0.000508 Water
f 0-1H1H17O  = 0.000508 Water
f 0-1H1H18O  = 0.001984 Water
f 2.016H2    = 0.85     other
f 4.002602He = 0.15     other

#rad-z pres temp q_i...
-6797.21  1.0000e-05 5276.19885762853  2.288755146204095E-005  3.355625569829411E-004  6.996799290255744E-004  
-6605.93  1.1768e-05 5135.52171269482  2.464749893568713E-005  3.585631604628022E-004  6.967625071026350E-004  
-6418.18  1.3848e-05 4996.56400991509  2.620468808952703E-005  3.803359167307499E-004  6.936042525387732E-004  
-6234.42  1.6297e-05 4859.67345825839  2.752634296239660E-005  4.006824153013065E-004  6.902609958403700E-004  
-6055.65  1.9179e-05 4725.60624725833  2.859355760562810E-005  4.194213340432474E-004  6.867708541780253E-004  
-5881.45  2.2570e-05 4594.07087686937  2.941271161600030E-005  4.365825452893958E-004  6.831221304823646E-004  
-5712.44  2.6560e-05 4465.56057153885  2.999746350053497E-005  4.521346649917112E-004  6.793093871890548E-004  
-5548.20  3.1257e-05 4339.80360764891  3.037572931562274E-005  4.661750702092626E-004  6.753041951788058E-004  
-5387.74  3.6783e-05 4216.08115684046  3.058046899466417E-005  4.788534128488691E-004  6.710710031892665E-004  
-5231.46  4.3287e-05 4094.74624705575  3.064471918028774E-005  4.902099056258669E-004  6.666302924152087E-004  
-5080.11  5.0941e-05 3976.43759165079  3.060453997970839E-005  5.002798692012535E-004  6.620493261473886E-004  
-4933.25  5.9940e-05 3860.87093829006  3.049583664674147E-005  5.091869874627665E-004  6.573973188356611E-004  
-4790.92  7.0548e-05 3748.13485898742  3.035227796915957E-005  5.170180396770463E-004  6.527870618903489E-004  
-4653.16  8.3028e-05 3638.33043109244  3.020530944247117E-005  5.238555382928619E-004  6.483495447070146E-004  
-4519.90  9.7700e-05 3531.46206943571  3.008422053990479E-005  5.297816493598613E-004  6.442121210924398E-004  
-4391.30  1.1497e-04 3427.72284146669  3.001688778329236E-005  5.348609423100703E-004  6.404919191740956E-004  
-4266.77  1.3530e-04 3326.79043865894  3.002884259618048E-005  5.391756227181210E-004  6.372569848011271E-004  
-4145.97  1.5922e-04 3228.71188470783  3.014377503339654E-005  5.427815013874639E-004  6.345541537948967E-004  
-4028.99  1.8738e-04 3133.60458723210  3.039205589444527E-005  5.457164438434534E-004  6.324108919010160E-004  
-3806.75  2.2051e-04 2951.76341385501  3.144684291424023E-005  5.496855944427959E-004  6.298198323949993E-004  
-3701.01  2.5950e-04 2865.01458616096  3.228148992852770E-005  5.508135405689901E-004  6.292940722148292E-004  
-3500.25  3.0538e-04 2699.92692996258  3.484371416048080E-005  5.513036410986113E-004  6.298377110701320E-004  
-3404.47  3.5938e-04 2620.92622677873  3.664594850997878E-005  5.506872722570576E-004  6.308850744847525E-004  
-3311.88  4.2292e-04 2544.74316773400  3.886397732496781E-005  5.494655578893799E-004  6.324786427549295E-004  
-3124.57  4.9770e-04 2391.74982836073  4.535760081019312E-005  5.445916458263877E-004  6.379608336997405E-004  
-3019.91  5.8570e-04 2306.87359908730  5.053374077505516E-005  5.401309126660482E-004  6.426712014512218E-004  
-2785.91  6.8926e-04 2138.13073954986  6.316410349090860E-005  5.286762936095931E-004  6.544055710828475E-004  
-2657.94  8.1113e-04 2039.83630645563  7.240957500651794E-005  5.200688880517990E-004  7.154798776953539E-004  
-2524.00  9.5454e-04 1969.26677183831  7.728097221575569E-005  5.155270430823294E-004  7.244652258174865E-004  
-2384.83  1.1233e-03 1904.17248806066  8.105871786798106E-005  5.119971764282897E-004  7.285146858320986E-004  
-2240.82  1.3219e-03 1856.12640728984  7.723594223512016E-005  5.159885043868562E-004  7.245701170301493E-004  
-1949.32  1.5556e-03 1791.60938166202	5.787140818047784E-005  5.355527853804517E-004  7.049693568018843E-004  
-1428.69  1.8307e-03 1758.99546000148	1.734166314399184E-005  5.762380702092477E-004  6.641968162734310E-004  
-1324.95  2.1544e-03 1749.25163068056	1.382505901110546E-005  5.797757954910212E-004  6.606513714242072E-004  
-1223.71  2.5353e-03 1745.06893914399	1.055528319290673E-005  5.830618984732982E-004  6.573582543431500E-004  
-1103.79  2.9836e-03 1738.47329663072	7.744674952076294E-006  5.858889387263134E-004  6.545248832222118E-004  
-956.224  3.5111e-03 1734.19075205923	5.090744862041361E-006  5.885581483713632E-004  6.518489733397215E-004  
-765.394  4.1320e-03 1725.65313619064	3.009614323614736E-006  5.906537706268107E-004  6.497466480399942E-004  
-488.414  4.8626e-03 1716.41297206842	1.362358662306404E-006  5.923122421333354E-004  6.480783017942145E-004  
0.00      5.7223e-03 1683.21187515680	3.703368243927029E-007  5.933107526665509E-004  6.470654468999297E-004  
101.73    6.7341e-03 1674.13951856672	2.924379280955064E-007  5.933889653632118E-004  6.469852426197597E-004  
200.93    7.9248e-03 1665.68063409199	2.313298736573261E-007  5.934499407736133E-004  6.469220529534724E-004  
318.42    9.3260e-03 1653.52899661375	1.789416916119284E-007  5.935023643796895E-004  6.468679361543467E-004  
462.39    1.0974e-02 1634.39067658349	1.363385404131417E-007  5.935455110697533E-004  6.468242775558628E-004  
648.27    1.2915e-02 1605.81182400115	9.996334463590903E-008  5.935822131251036E-004  6.467868243256082E-004  
911.08    1.5199e-02 1547.29103639709	7.915488310539901E-008  5.936012074274382E-004  6.467616207735672E-004  
1369.04   1.7886e-02 1432.01745480159	6.584535982208594E-008  5.935894376834594E-004  6.467157545641794E-004  
1456.76   2.1049e-02 1393.44970588608	8.116145299049089E-008  5.935593788785797E-004  6.467107401372983E-004  
1541.09   2.4770e-02 1377.87891486445	7.388008818166155E-008  5.935595438384308E-004  6.466955778201595E-004  
1639.65   2.9150e-02 1341.14487077742	8.762761034007249E-008  5.935268701835508E-004  6.466842573313651E-004  
1758.67   3.4304e-02 1314.76017886215	8.301937019519268E-008  5.935155469244793E-004  6.466608981582999E-004  
1910.17   4.0370e-02 1269.01704875414	9.604044231546902E-008  5.934698641222280E-004  6.466325487217570E-004  
2121.95   4.7508e-02 1226.61094637323	8.409525606102767E-008  5.934445773217067E-004  6.465781048215436E-004  
2493.71   5.5908e-02 1159.92593670299	6.030047199126184E-008  5.933920640738683E-004  6.464702054185623E-004  
2566.00   6.5793e-02 1144.29379241972	6.020087701601284E-008  5.933702785685571E-004  6.464446712825595E-004  
2636.13   7.7426e-02 1138.40893894715	4.957886271299352E-008  5.933721716332472E-004  6.464274355001855E-004  
2718.85   9.1116e-02 1123.60649310289	4.664257089653460E-008  5.933519567733721E-004  6.463988827301901E-004  
2819.95   1.0722e-01 1114.91257671644	3.535923501581917E-008  5.933487426241126E-004  6.463759653530110E-004  
2950.61   1.2618e-01 1096.34891259506	2.910259238614511E-008  5.933216767044451E-004  6.463352085487331E-004  
3137.11   1.4849e-01 1081.07115091637	1.711480897822868E-008  5.933035064622309E-004  6.462984491035147E-004  
3474.88   1.7475e-01 1049.74496697843	7.188241818627557E-009  5.932426534427921E-004  6.462239954460741E-004  
3542.19   2.0565e-01 1041.49001873745	6.382047297905780E-009  5.932225165622432E-004  6.462020329723868E-004  
3607.94   2.4201e-01 1038.03736433969	5.065690231277813E-009  5.932147486793275E-004  6.461942924525352E-004  
3685.96   2.8480e-01 1029.34737826835	4.331023463946267E-009  5.931917678375487E-004  6.461700341925813E-004  
3781.98   3.3516e-01 1023.38512719801	3.167205393147245E-009  5.931758955476480E-004  6.461549226045316E-004  
3906.92   3.9442e-01 1011.05034206693	2.379341575437494E-009  5.931393558048795E-004  6.461178395856105E-004  
4086.44   4.6415e-01 998.854385382341	1.365924348301548E-009  5.931004305963297E-004  6.460814288611472E-004  
4411.72   5.4622e-01 972.778775262557	5.595009078553486E-010  5.930042571166037E-004  6.459886451213009E-004  
4476.34   6.4280e-01 964.654346578762	5.113177363807803E-010  5.929704143915963E-004  6.459538895140993E-004  
4539.34   7.5646e-01 962.085400069256	4.009970066324653E-010  5.929593976373931E-004  6.459449024492017E-004  
4613.99   8.9021e-01 953.389362218851	3.551566988603801E-010  5.929202754024351E-004  6.459050694011111E-004  
4705.65   1.0476e+00 948.417010594395	2.583622274539339E-010  5.928968583297595E-004  6.458839069363391E-004  
4824.61   1.2328e+00 935.494980221628	2.081014773749490E-010  5.928317282581631E-004  6.458180611174130E-004  
4995.01   1.4508e+00 923.745505143888	1.242358424106194E-010  5.927669186559264E-004  6.457559138836316E-004  
5302.28   1.7073e+00 894.425427114787	6.398156898532973E-011  5.925773559235020E-004  6.455661031899348E-004  
5363.05   2.0092e+00 885.105598721544	6.349117718569104E-011  5.925073452564027E-004  6.454936981696756E-004  
5422.23   2.3644e+00 882.413862600836	5.068437176736252E-011  5.924861310808710E-004  6.454742039359954E-004  
5492.26   2.7825e+00 872.139288370608	4.972930677203244E-011  5.924006920483541E-004  6.453860910898831E-004  
5578.13   3.2745e+00 867.118015874396	3.726290774508451E-011  5.923562171371998E-004  6.453433802219016E-004  
5689.42   3.8535e+00 852.737588106571	3.412313992971963E-011  5.922178678245169E-004  6.452016723626029E-004  
5848.53   4.5348e+00 837.630021972832	2.487763831063934E-011  5.920527048153071E-004  6.450352716825251E-004  
6136.24   5.3366e+00 817.245427002899   1.091169324405212E-011  5.917912047296717E-004  6.447764903151737E-004    
6136.24   6.2802e+00 817.245427002899   1.091169324405212E-011  5.917912047296717E-004  6.447764903151737E-004   
6136.24   7.3907e+00 817.245427002899   1.091169324405212E-011  5.917912047296717E-004  6.447764903151737E-004         
6136.24   8.6974e+00 817.245427002899   1.091169324405212E-011  5.917912047296717E-004  6.447764903151737E-004   
6136.24   1.0235e+01 817.245427002899   1.091169324405212E-011  5.917912047296717E-004  6.447764903151737E-004   
6136.24   1.2045e+01 817.245427002899   1.091169324405212E-011  5.917912047296717E-004  6.447764903151737E-004        
6136.24   1.4174e+01 817.245427002899   1.091169324405212E-011  5.917912047296717E-004  6.447764903151737E-004   
